Symbol	Liver_d16_Cyt49	Liver_d5_Cyt49	Liver_d8_Cyt49	Panc_d12_Cyt49	Panc_d5_Cyt49	Panc_d8_Cyt49	ESC_Cyt49
LOC641716	103.1149468	100.0799852	98.19753214	105.7550201	100.3509567	100.2451401	98.00889842
LOC641719	95.87212692	103.2244992	91.88311096	95.25584863	99.65728255	95.06980816	97.66103158
LOC641721	98.22550907	93.87916553	92.78956903	97.43148164	97.74284935	92.82281693	94.72390032
LOC641724	118.5902536	118.5799227	114.7008138	115.7256261	111.8362636	114.856836	117.1582206
LOC641726	89.11535433	103.6376621	94.38577647	91.77006267	97.40068565	94.58396706	94.10502572
LOC641727	290.7510336	403.3983436	304.0617173	260.3199126	452.8238441	225.5872645	328.8023309
LOC641733	91.6523412	95.25784253	97.74324215	89.7278207	89.73431152	98.5936738	92.55019923
LOC641738	93.91773038	94.42137512	92.87151723	101.3818585	97.35419961	89.92040485	92.92852928
LOC641741	94.9940197	96.66528243	99.33374162	94.30005263	112.0846748	107.1048267	99.94775621
LOC641742	110.5093737	126.3927108	118.1071383	115.0846387	118.2781112	116.8352893	118.6607637
LOC641743	108.5502214	98.99990356	101.8627737	99.51386115	102.6467959	99.17232413	107.2424339
LOC641744	106.3360945	98.28865691	104.0920704	106.1904948	107.2288107	103.3531557	108.6726847
LOC641746	267.3921526	267.4056542	190.9598119	186.3910316	279.9927636	206.8506448	275.1616709
LOC641750	114.7165353	118.7324751	113.2761479	106.4835889	146.0606649	119.3427368	107.9391337
LOC641751	98.78812948	100.9695004	98.550887	102.1554904	100.2461142	99.43486224	103.9541267
LOC641753	94.95949624	91.6026251	100.6232178	95.94549118	98.10702535	99.89353876	97.26873003
LOC641761	102.2984774	107.9065958	108.6734838	104.1897899	103.5315228	106.1931515	108.8544211
LOC641765	114.5684553	130.1797699	145.8890278	116.5073023	136.5784321	116.2782452	123.2325231
LOC641767	98.20187413	97.83176273	88.39919786	91.36746051	91.92699201	94.17134656	95.37952051
LOC641768	2422.331684	2910.253684	3031.763839	2564.767686	3082.498981	2969.687749	2599.299451
LOC641772	96.74920351	102.2643829	100.7294259	98.64560578	104.4036335	100.862244	99.78007467
LOC641784	93.40125055	96.12644698	91.90278825	98.93328795	94.47616351	97.65708242	97.51240038
LOC641785	102.3846796	109.2865311	109.7742515	157.3200684	108.0888313	276.1647437	104.4938825
LOC641787	93.97984053	99.0745175	92.84861897	99.05647262	100.1361245	92.1847089	93.87354983
LOC641788	135.3319655	155.4309588	140.3803112	143.3937367	155.1777261	146.7024367	150.8639825
LOC641798	155.2510772	146.8117213	137.7869187	138.5465081	162.3460305	140.9920233	155.4361938
LOC641801	116.253687	114.1560497	117.7714111	110.1945775	113.6393539	114.0164097	114.0917953
LOC641802	128.8573681	123.5864921	127.5868211	129.0816339	121.2128407	122.6095386	120.21393
LOC641804	113.1240739	113.2737518	122.4988102	116.7672299	118.5961459	114.3434241	116.9394669
LOC641805	93.31427925	97.00768102	89.6859787	89.09013522	97.06985026	96.55601902	94.62067566
LOC641806	140.9102229	161.0573455	143.1675184	146.9151407	148.6256105	151.44263	147.8012623
LOC641808	109.3731577	113.4952669	113.770909	110.7648878	118.6654484	116.8642805	110.9222167
LOC641810	100.0757032	95.56457842	93.46880146	101.8929558	92.63056414	95.13601628	97.81867015
LOC641814	14853.81811	15278.46806	13084.95789	14962.67138	13811.71728	15343.79383	14273.80687
LOC641815	99.6940033	96.84979459	91.24595899	93.74858015	92.91577661	98.61643205	93.60069778
LOC641819	125.342018	126.3177286	125.4702913	122.608723	123.5697829	115.3684031	126.5099613
LOC641820	127.1102912	147.6858537	127.9011447	117.2690521	155.7316592	120.3990666	142.928625
LOC641823	123.4074518	106.9546839	118.9983292	117.2810904	120.4668373	132.9983427	123.5753944
LOC641825	110.6991063	108.8131812	119.6198794	113.4920632	121.3872192	114.9374575	113.3552268
LOC641834	112.8212628	114.3308965	108.8845136	109.1544179	110.7093212	112.0463195	107.7306083
LOC641835	96.68227285	94.37599185	91.97744727	92.77018743	91.41392617	94.38306212	98.26985341
LOC641841	94.56532637	95.7582337	91.71631667	99.29608398	100.929283	91.86788997	94.72009562
LOC641844	1740.402536	1836.032296	1141.120713	1327.364769	1759.924708	1172.603762	1715.597891
LOC641846	92.49396309	94.28236164	94.13023818	93.79196266	95.36034755	92.44108457	94.18422029
LOC641848	1165.315059	1533.561069	1055.053662	1056.108949	1810.974912	1015.247982	1056.950654
LOC641849	900.6517244	1384.028898	826.7947894	918.4609063	1473.646556	697.7022752	942.6577293
LOC641851	103.9487985	104.3010944	102.624716	98.35628798	95.97102631	100.8326344	97.46345492
LOC641852	102.79304	100.8067824	98.82562543	97.70042664	98.41562283	102.2821776	102.055962
LOC641858	91.72847759	95.69506816	90.88209876	92.52495285	97.5132575	92.91950301	96.42756104
LOC641860	104.2896521	124.4580034	107.7556494	107.4549147	91.28384837	102.2226376	115.0857428
LOC641875	97.64037515	100.768516	100.2768905	98.39753693	99.57136319	96.95647076	96.85453844
LOC641896	90.76707394	101.3545065	90.2817852	99.71859585	95.81285244	100.2836302	103.3868125
LOC641901	97.65389987	95.86109216	91.94112161	93.315668	91.292158	100.5248263	94.09285705
LOC641905	96.68642461	104.5777865	94.65563203	94.88421053	94.85486589	97.46822274	97.4323681
LOC641908	94.49157291	95.8206327	98.84922775	98.00019313	100.7954164	97.81896561	99.31683221
LOC641912	97.60296347	99.46796414	94.61673515	99.24650265	93.95639773	94.73391116	99.02117049
LOC641914	99.9203764	98.72301732	96.38962693	97.16817243	97.19488252	96.61165442	97.75363123
LOC641922	107.8501656	125.0692487	114.7629692	113.1578176	116.3322013	110.95746	125.2120837
LOC641926	116.083656	118.0213333	115.955035	111.9570933	118.4640371	106.6634163	117.9879399
LOC641929	100.1974379	94.69516162	98.10471058	96.8760771	89.87661672	99.94894289	97.79860362
LOC641931	107.6158235	102.6277682	115.8068579	102.3387514	102.5005517	103.9983846	107.6297786
LOC641938	95.8982388	96.31246697	96.10087101	97.88813002	102.8662378	100.0218181	97.41723541
LOC641939	118.8809822	119.5570023	122.0904987	128.2817021	122.0126007	123.0380234	124.5145996
LOC641941	109.5812344	124.6426583	112.1288323	117.1347745	129.1474871	125.8938927	111.713242
LOC641942	116.0807237	92.38074717	102.6937651	94.81288685	101.688914	102.7761687	102.8140132
LOC641943	92.87652663	97.09610012	96.89700361	96.31727088	98.20586221	96.95000572	97.84456008
LOC641944	120.3814104	120.6742728	115.7043636	111.5140708	116.7198211	107.4323754	118.1117289
LOC641945	97.4797184	95.6078538	97.28116787	95.04116489	93.07385054	96.39409458	95.17047886
LOC641947	113.0577905	105.2272724	107.785412	106.5779445	108.0774598	110.2941994	108.4166022
LOC641948	109.338405	111.3861444	111.6040666	108.2152137	111.465492	103.498184	107.7305406
LOC641950	98.39125952	106.1288811	97.83626236	137.9791628	94.25420812	93.21603379	101.2364248
LOC641953	95.78245227	95.26556553	95.13594074	93.78925808	99.57236232	95.29820711	97.9496166
LOC641955	105.4745482	100.5528762	104.2600333	99.32779041	110.0710671	97.34501345	100.9633269
LOC641957	99.85992423	92.94976184	99.44813754	99.80345146	97.9593427	101.5600842	100.3849358
LOC641958	99.62500815	104.0096232	102.3267948	100.08264	99.25378395	98.84805698	98.30728415
LOC641959	102.9793596	124.427092	103.9605953	110.0488648	105.64909	107.9083197	109.3980891
LOC641964	100.8406005	98.77572817	105.3354124	94.31517093	108.7320588	100.3902619	99.86863355
LOC641972	168.5888638	284.8395858	265.5440104	150.9764155	256.6371702	189.3267673	167.3678915
LOC641975	126.0910883	121.7578509	122.2125767	118.0860077	122.990018	120.8100566	116.5901708
LOC641977	96.40518033	94.86179105	94.1586472	91.59927354	98.4556826	93.85094752	92.85418575
LOC641978	138.2611922	138.2088465	125.7733438	129.9977363	125.8624763	132.8232776	138.6159866
LOC641982	97.45790938	97.73126161	96.10238109	97.60798878	95.97546716	95.98369622	91.75935934
LOC641983	116.4210439	123.0292682	115.6702158	117.1084949	115.3638438	119.5453888	117.9727589
LOC641987	100.6303214	98.01494576	95.78623795	105.4400999	103.0860952	101.2369748	98.65395672
LOC641989	129.0714979	121.4593188	139.4660427	124.7311486	120.620614	127.7128426	121.2270468
LOC641990	97.17537768	99.20231	105.116896	96.3781325	99.37937783	106.4987129	101.8177026
LOC641992	197.2453075	202.3685672	193.4445615	192.6069985	171.4558284	179.3680654	192.900256
LOC641994	96.86809548	96.77699334	101.7640934	98.3525668	100.6772802	96.07138865	99.24371423
LOC641995	99.71329763	95.83418525	94.08108024	93.76652042	90.53894584	101.1386009	94.46707229
LOC641996	120.6006242	122.1216638	117.2904032	122.2462724	122.3333276	119.1047065	122.4021493
LOC641999	103.723038	102.8940584	105.4534672	109.8591272	108.0000949	110.0649179	97.35922141
LOC642000	93.72865088	96.84621827	88.92198537	91.94835393	93.08196169	92.8675078	93.67902263
LOC642003	119.8249002	115.7246874	114.2907503	124.981127	121.717674	112.5319389	121.1974813
LOC642005	93.09585262	93.08487856	94.63518589	92.67939212	98.70504768	92.32818349	95.63853979
LOC642006	99.52212104	95.28692943	95.65479857	94.7701922	99.22570235	95.10595517	97.96991546
LOC642008	101.049844	105.3570523	103.4215074	108.6554488	98.18333325	103.9253383	102.3968507
LOC642009	100.1410513	103.6989513	94.60699302	94.21091558	96.19652062	94.9806564	94.71649796
LOC642011	107.1624242	111.3834825	112.5319257	113.5247187	109.9468136	110.0220095	106.1180721
LOC642014	106.3983549	113.0014423	102.6335624	106.6436942	103.5475762	111.36544	100.432604
LOC642017	204.4532525	182.0015865	198.5195602	208.6316381	179.4660318	190.5933056	201.0313951
LOC642018	93.68071345	95.82125449	100.7021819	93.14630729	100.77981	93.82881468	95.94657979
LOC642031	368.2746173	527.5933688	634.2539807	459.1335069	487.0289082	510.8649569	628.6525781
LOC642032	94.64065714	102.797917	95.09009352	98.92256301	100.224901	94.37869841	95.28466235
LOC642033	216.0457158	222.682654	211.2161531	201.8906479	197.409334	190.1641724	311.4189307
LOC642035	101.1876275	98.16877793	105.1355222	101.1701789	102.4202893	99.57641191	102.6062705
LOC642037	94.81789433	99.12672046	95.4564635	93.94808872	96.17282883	99.14165229	94.70033921
LOC642044	97.32520795	97.98956419	96.63327415	98.77609882	92.23548194	93.77059065	96.73394919
LOC642047	117.0897792	109.1541597	119.0241067	119.6970463	115.3940178	117.5008537	112.0980059
LOC642049	99.54246495	93.9275349	94.25608221	94.62940493	99.13145884	96.43949678	108.8803288
LOC642062	115.328839	107.1012376	126.8724745	113.1135916	113.1662717	128.3855644	109.8624049
LOC642072	117.3850416	116.325904	109.4766133	114.0096875	116.7385227	112.061209	115.3575184
LOC642073	94.82323186	87.02226324	90.36134876	89.53208709	94.40095076	94.4288701	93.89321313
LOC642076	209.5523809	193.0992896	210.159646	188.0336312	188.7539105	253.1079831	184.8888697
LOC642077	116.6305536	121.9731162	116.4003548	105.7872974	113.0260614	116.8037912	116.9259145
LOC642082	183.5169555	168.1895263	176.8717067	151.8551604	165.0635722	162.6544765	171.6175652
LOC642083	106.578019	114.5497326	106.1016195	104.8398364	105.3240741	107.9518202	109.7276501
LOC642093	93.28395422	96.68577047	90.2354396	88.94854233	97.55570372	90.82686037	95.01714499
LOC642097	98.93213464	109.0524144	109.4960606	109.1834639	117.6305375	105.4600437	105.6952788
LOC642101	101.8395483	104.0106365	105.3076575	101.6457664	101.7319776	107.638803	96.91791342
LOC642103	103.0001513	110.9986236	98.09576225	101.1313044	95.20754029	96.65309712	96.66094012
LOC642104	96.91469983	102.3762435	94.17897593	97.19304816	94.36099503	104.8758787	98.93719064
LOC642105	111.2562102	107.1018599	115.8974594	116.8805703	110.3119558	110.2309559	115.6301956
LOC642106	96.54735506	100.9574401	102.3141959	97.67838933	103.8878703	97.11450107	105.6212702
LOC642109	121.2273744	123.4789866	119.7631357	120.4434048	117.5591733	124.3781294	110.2410838
LOC642110	102.2290994	96.58634645	98.38883692	97.59305073	100.5435494	100.714023	99.65842687
LOC642111	99.43897275	101.4546593	100.1105493	99.11577421	100.8394679	107.8533913	99.61456709
LOC642112	110.9951389	110.1235814	115.1322252	110.1235636	106.4316146	112.2255804	110.1641327
LOC642113	116.3554965	119.2017141	118.2508743	117.3318468	116.5309902	115.3276759	118.4839795
LOC642118	125.7224014	155.0676331	127.9607126	138.2751032	119.319641	132.3272675	140.3526229
LOC642119	96.06888899	94.92991549	92.51275687	92.63487799	100.4181399	93.10081814	95.81072846
LOC642120	138.3880905	104.8714854	103.8705188	188.5459279	115.3635503	170.4791391	107.1198029
LOC642121	94.02211705	94.85784228	93.95440978	93.86063556	100.2687887	92.81033418	97.98508354
LOC642127	88.61722199	94.18606987	92.38877006	92.1936732	95.10424001	90.60143846	94.15364732
LOC642130	98.09012463	94.67158153	93.66641281	95.88661205	95.27392092	96.52573811	96.65250068
LOC642131	99.91296031	100.6776762	96.77955887	99.23269837	100.1042214	100.8829997	99.72196041
LOC642132	103.0764618	100.0624526	95.89914252	97.65517681	100.1277991	97.64916473	98.83767967
LOC642133	101.1290512	102.5966939	102.1489742	102.2583047	99.6709558	112.0327111	98.10411407
LOC642134	107.8393365	105.8038217	107.1564351	104.7104471	103.170586	105.9056693	106.8585495
LOC642140	92.96887027	101.1628128	97.3754947	91.90681056	89.25171099	97.78601422	95.42611897
LOC642141	100.4481786	98.8586857	103.1548151	97.31644468	100.438717	102.4586244	96.21504599
LOC642144	87.81361939	93.41780022	92.78179334	89.36466003	90.49619184	90.6284133	92.26910601
LOC642147	103.7723759	107.2930827	102.007238	98.0353429	101.2905382	95.44385634	103.6288733
LOC642148	99.06778071	103.9341339	94.0113464	99.42409252	96.9767387	100.6430388	96.64381944
LOC642149	109.4470648	107.1158574	99.10117094	103.002111	104.0125185	109.3913075	106.0365631
LOC642153	95.83142007	100.7879936	92.8116657	95.37912872	97.48480545	103.75994	98.11538624
LOC642154	116.8827775	121.0163441	118.0882626	127.5913022	118.2880376	115.2940456	121.9196169
LOC642155	109.02526	100.4467879	101.3821914	101.8242723	96.41518081	108.6229084	102.9075366
LOC642156	112.9216948	113.5038564	109.1864532	106.5966319	122.6855813	113.3538326	113.6462452
LOC642160	108.1194084	120.4066978	113.3307042	110.5099667	122.0323802	110.513366	111.6043967
LOC642161	109.3310846	111.3198882	106.1762148	119.8286247	113.9759154	109.9906209	115.1739422
LOC642164	92.52448461	99.1554999	93.13132847	101.1441766	94.3999226	100.2193388	98.98224488
LOC642165	96.67071446	101.3301839	98.57625571	97.86550495	101.3631305	100.655319	103.616137
LOC642166	95.74961263	89.34252938	95.90325789	90.37017517	89.95730071	95.80614795	91.84642838
LOC642167	110.5123462	108.2053014	110.8675705	103.896342	104.7618399	101.9726821	109.3556306
LOC642168	105.1263497	104.328012	96.48047604	99.67995893	102.9459587	104.4967184	98.1388429
LOC642169	101.1333181	113.5809782	108.304846	94.32415677	100.6920828	105.9252365	103.1887788
LOC642173	94.83095682	97.81605668	98.68695298	109.2908993	96.49205287	99.06798762	96.65123713
LOC642176	99.03063402	92.47354324	93.55957878	89.23353485	97.72751726	97.26474603	91.2549375
LOC642178	98.22790828	101.0160634	105.5848368	102.7438482	101.2328127	100.9507976	102.4305101
LOC642181	104.7290289	105.7819778	111.4750626	106.7019816	102.3330102	111.6691333	105.718552
LOC642183	104.9815337	101.0952282	110.7792586	106.1475448	107.7291572	106.958507	102.7334166
LOC642185	111.872147	111.1461905	102.8177358	106.7915235	110.7754316	111.256327	107.7855693
LOC642187	122.0912835	127.9841351	117.7843245	129.6825701	130.1562844	128.9434169	119.3978863
LOC642188	99.55032904	105.1178846	104.4231298	100.1115147	97.62281622	96.91028823	100.9161812
LOC642194	104.645188	103.2752998	100.6050358	97.92311878	107.7891973	98.52837515	100.4869763
LOC642196	108.0818943	98.10422427	90.93912892	91.62698551	93.18151537	93.96167233	95.29993352
LOC642197	512.6460693	710.173905	422.5185628	527.6881275	716.2890795	622.3246943	855.5999196
LOC642198	115.405574	117.1281386	110.6647195	114.6277378	110.2905864	117.0419645	116.0915774
LOC642204	101.9410271	107.5830493	110.4357033	92.69940779	96.04383422	98.50713782	99.79626293
LOC642207	96.97215653	96.37819499	102.4413323	95.15679511	102.8691635	100.0878023	100.2739182
LOC642210	18298.21529	16320.26566	16798.10049	18785.80451	16366.34951	17313.25388	16277.85342
LOC642212	100.4142645	95.5529449	94.02284961	95.43326889	94.88330652	93.20171012	91.69014346
LOC642213	99.90122352	95.05979836	92.55941021	96.75310225	99.97978358	99.7053881	94.47247936
LOC642214	104.2506777	108.6558808	98.74856266	100.9423319	100.9922243	104.5177287	104.6590721
LOC642216	103.7613425	108.7158762	98.60999461	103.4188631	102.0321219	98.42102527	106.359323
LOC642219	103.2358823	111.5298674	101.620276	106.2229235	100.650519	102.6458946	101.2554565
LOC642220	99.46507977	100.9611714	100.382249	95.5214155	94.53534113	100.976836	96.29996206
LOC642222	123.3148643	110.875006	108.9431635	115.8630037	109.720909	106.4861706	112.1142246
LOC642223	103.573643	101.0313293	102.6447589	112.3055394	97.2925069	100.7752846	98.69266615
LOC642228	104.273376	101.9390863	99.90462473	103.2306488	105.6912915	106.0984783	97.34071718
LOC642229	93.65983476	98.76668038	105.4715223	102.2209861	97.36661622	96.86830656	105.0366477
LOC642231	97.20556519	88.97671921	89.49498314	92.83952969	95.46056794	93.65745194	95.91335345
LOC642233	100.6696967	101.7277044	101.2842207	100.6502967	99.22186048	98.71196885	104.4947956
LOC642236	370.2178305	495.7744866	431.3719562	432.6339211	470.0965201	547.0306557	435.1732521
LOC642237	91.74397058	94.90469058	89.99431515	88.37571257	94.78848285	92.45187727	89.26762306
LOC642243	121.6549674	116.3400762	115.6373059	113.8136161	115.3721811	109.987216	115.9542546
LOC642244	89.99889453	97.1417222	91.2375394	88.4406078	93.3376911	91.75216289	99.93215986
LOC642245	96.4687314	101.9862486	94.10157445	96.25829346	105.0871064	101.6899537	94.14638227
LOC642248	93.88268195	96.11644821	98.77898549	92.80641818	91.42619277	96.59887428	95.33824858
LOC642249	99.05507835	103.3516881	100.5488072	102.0021264	101.645958	102.0579758	100.990619
LOC642250	7980.094963	6853.017217	7873.917562	7863.853602	7097.842611	7907.600793	7291.264662
LOC642252	128.832212	104.39545	102.7588567	99.06333751	101.5521594	99.95136699	103.2999244
LOC642255	134.8195905	148.8310415	139.5062298	134.0405111	147.4144466	142.167149	143.5589182
LOC642257	98.10132124	96.73052075	92.82071336	92.97106124	97.0260671	92.84868673	96.33221899
LOC642263	103.3718803	99.10314377	95.82618032	95.95561915	100.8538493	107.8682583	100.959259
LOC642265	109.3754607	102.6211602	103.0507205	110.0774634	104.5347318	103.2964213	106.3120905
LOC642267	103.811931	104.0008845	106.0094427	99.38914321	99.325536	104.8540469	107.2047338
LOC642268	99.52986744	106.5830817	103.8469037	93.4375429	93.74461644	98.74067636	95.85322273
LOC642269	103.6352202	111.2928566	108.6396183	116.1050848	103.1756197	109.467619	107.5265263
LOC642276	103.0154125	112.7534912	106.7590809	110.6427784	104.2668623	109.4694858	104.7519969
LOC642277	99.60693757	94.91832878	99.01633482	96.02351899	102.7486723	98.65646654	97.91575393
LOC642278	110.7915029	107.0726499	107.2367258	109.9876559	112.330197	102.9445229	110.6033285
LOC642280	99.60574188	127.781666	99.0949396	103.061334	118.3925045	99.36870278	127.2066827
LOC642282	119.2754818	129.0503207	123.0806208	129.4432466	119.9990912	124.0774726	140.5949807
LOC642287	92.94734189	96.99264301	100.3300261	92.10806406	92.80962808	95.34139852	96.39252115
LOC642290	98.5297903	102.5831118	101.6145729	96.97194782	103.893865	97.20379327	104.3409005
LOC642293	91.64774241	89.28405431	89.6465104	89.02110725	92.90665502	88.74523466	88.81452188
LOC642295	114.8625556	116.3274014	110.8382678	107.9396417	112.1181693	113.1635817	115.8594129
LOC642299	333.146018	296.4273481	338.8067963	248.8959038	245.311995	208.4879479	227.9441805
LOC642302	94.95857716	95.74669428	94.3529547	98.43429052	97.9840208	100.1783233	98.84118383
LOC642305	100.0703835	97.57650103	95.80864326	97.91865803	100.7207122	100.9075115	96.28018061
LOC642312	103.6967623	114.4066565	111.9827512	105.6908458	104.2652109	108.3791646	105.7561236
LOC642313	101.6983495	105.9294292	104.3438458	105.394922	103.8434148	103.2895713	103.0464043
LOC642316	91.27453181	89.81716445	115.494653	105.322845	90.01480361	98.83254754	95.6287632
LOC642321	105.1674107	102.7909119	96.59773343	107.1074556	97.01342484	101.5079617	103.3414886
LOC642325	112.4905979	113.2417696	124.0697768	118.4146834	117.0991411	114.3452622	104.7254458
LOC642333	776.210673	689.2025023	843.0060651	871.5719286	633.8653373	910.5038324	738.7914645
LOC642334	103.5663998	103.1967864	102.3932437	102.1492171	103.5100819	102.0457923	102.8074049
LOC642335	100.8086301	103.4832244	102.2248491	97.88836522	103.6171628	104.6034836	102.1790179
LOC642337	92.66218629	93.23389213	94.04153075	92.56093894	93.91460595	91.41603943	93.41571762
LOC642338	93.99632334	96.46283556	93.34938518	90.49477882	97.00486784	95.1385317	91.28040511
LOC642340	102.0697185	106.292593	100.8088154	105.4582737	98.57806776	108.9206069	102.3159612
LOC642341	118.2238005	120.4518424	117.7726559	111.0121475	109.9638097	116.1388034	115.0065248
LOC642342	118.0466043	118.6923323	107.4349739	131.828512	113.5802137	115.4752336	153.0398385
LOC642343	95.21321588	93.02616696	93.60831293	94.78666479	98.65229679	106.1223706	97.40488968
LOC642344	108.2792064	102.9740972	104.7625337	103.3795533	103.3253546	101.0773626	100.6960685
LOC642345	98.14332723	98.39043109	94.10394427	91.85483061	96.84333427	100.0003383	95.9088161
LOC642346	88.7024903	91.1936207	93.60646488	88.53187928	93.51531849	92.59974815	94.1177377
LOC642347	105.9204176	101.7800366	98.69794211	100.3129647	103.984201	106.1523543	100.0283976
LOC642348	106.1312292	101.4742509	104.5123764	101.1541572	97.57441828	98.40999889	101.1540729
LOC642350	99.66757759	93.77720812	97.7908136	96.97040976	95.95620091	92.26277388	99.42244754
LOC642351	99.29434071	109.9219609	103.2478068	100.8629987	100.5541009	104.4133749	102.2327242
LOC642354	95.76620826	99.39269907	96.54391295	95.49054928	96.68721588	92.5547008	93.51920924
LOC642355	113.5328509	109.8480069	114.4213416	112.2851326	106.5270474	112.8286241	114.2278619
LOC642356	91.63190111	100.850574	90.75643857	95.44901258	99.38571611	97.97798273	99.73926903
LOC642357	13597.66338	13206.57845	13207.27227	13670.55277	12767.03731	13741.98021	11683.93144
LOC642359	94.9920139	94.38567665	94.09612894	98.39460081	98.82407182	98.81997706	96.91790092
LOC642360	97.28201006	108.0090439	100.0176547	99.45494832	101.5868628	108.2722997	103.5141489
LOC642361	222.8360752	216.5707948	256.0430193	246.5845052	229.9726286	282.0397811	182.6267302
LOC642362	99.96196287	102.5376577	98.15929973	99.72307839	101.883481	102.4811217	107.3824853
LOC642365	97.78973517	97.5189682	93.17807457	92.46176129	94.52581331	93.91878218	94.23699206
LOC642366	98.89018835	101.0521947	97.674391	106.1394554	100.08027	101.1809517	95.7086117
LOC642367	163.7629829	176.2304889	157.6126926	161.5185471	161.4202515	155.1666673	156.024247
LOC642369	134.9299075	136.2843586	146.1193578	150.1986515	140.501283	124.9577575	124.2974762
LOC642370	106.2709041	103.9176642	108.7212971	101.0472928	103.8738126	101.9884771	99.29722418
LOC642372	93.71194755	96.74633582	102.4972858	98.68682198	96.88114579	96.38870818	95.43942988
LOC642373	104.6343245	104.5698233	99.42541103	116.3829521	100.7323734	108.3213573	115.4001215
LOC642374	102.1843606	100.5367202	98.02981144	102.6112561	98.07199482	103.2924259	102.5213335
LOC642377	131.6228334	139.5686555	142.0195631	133.4967026	135.148194	123.8276739	138.3185282
LOC642380	108.3877815	97.66416281	109.2267304	104.0144267	103.9868028	100.3991619	105.6976189
LOC642381	107.317784	102.5505182	101.1559492	105.5772565	112.0531376	111.5702755	106.7144073
LOC642383	105.9290746	108.0169975	102.1095261	95.52774032	96.59262284	99.83620439	95.28973821
LOC642384	131.376398	126.5375275	122.7152932	118.3277531	118.5271925	114.0750912	122.7256773
LOC642387	101.8075978	105.7630115	97.16496782	99.11399888	97.97514991	102.5436282	100.0331847
LOC642393	137.2634559	132.1067228	131.0077461	130.2370394	133.5870072	124.8271402	143.988839
LOC642397	91.84961405	91.77541724	92.5962308	91.21270141	93.64335581	92.50617719	90.44447
LOC642398	111.1650283	113.8692893	113.4799854	108.5097244	112.8671785	113.63491	109.95333
LOC642399	119.8962229	106.6945116	127.7907451	116.4976604	101.7183209	107.5779732	107.9402098
LOC642403	101.0053902	108.6724729	99.26528616	101.7113703	101.0701084	107.2556732	96.52779646
LOC642405	97.29578414	93.24914553	95.17535434	97.10006724	95.67195318	94.73435971	96.05448611
LOC642406	87.85424429	93.66007015	90.88542412	86.95949397	86.98315099	93.8093621	93.51956735
LOC642408	90.17728964	93.36479506	94.13010097	92.19184995	91.61534936	93.16600019	95.14424004
LOC642411	100.1950831	98.3742868	92.44610193	97.0156984	93.23614706	97.42622891	99.76897144
LOC642412	131.3202591	147.1991187	161.913433	135.6308658	152.6755459	143.8497639	153.4537425
LOC642413	98.19580984	104.3126931	91.00266956	95.5083615	105.1553127	96.37844068	97.81158853
LOC642414	100.2031364	101.0334862	99.88631824	98.39187214	93.32978572	98.52540102	98.56395527
LOC642418	93.72660332	93.23832322	91.97482637	95.98733434	88.53981595	95.6993781	93.89702756
LOC642419	114.0072524	114.224614	101.4216332	106.9131435	108.4384163	110.6085054	110.3432889
LOC642420	104.2124004	99.48899316	110.7754406	103.6587361	104.8738587	106.7804868	101.8098462
LOC642423	113.87935	128.7345579	112.9521881	123.0379915	129.3347513	139.2172868	117.2910431
LOC642424	94.43227832	97.29955803	91.66326451	97.54870549	101.8895681	89.53189652	93.40531871
LOC642425	108.1310498	103.7411523	102.6327178	104.3783257	102.7148611	99.73126565	102.6940744
LOC642426	115.5399713	122.221194	120.7953113	127.8194307	113.7540893	110.3652037	116.4765018
LOC642428	93.41411593	99.13034828	92.60450523	100.5692709	98.78486703	93.72025357	97.38572707
LOC642432	138.5752679	110.7112663	133.9578976	141.178131	115.5997242	148.4252454	107.3143686
LOC642433	100.7262949	95.02687579	96.97371706	97.15343006	98.02796689	101.2147042	97.24531232
LOC642434	106.3722009	107.0726283	106.6707903	92.99276054	101.6679965	100.3775326	102.0239881
LOC642439	108.6110709	100.680986	96.69527283	96.73149445	101.7257692	101.0376935	100.6391971
LOC642441	103.6121853	102.4347652	103.777762	96.72048273	101.7129818	101.1316081	99.68276312
LOC642443	176.4371902	211.4444024	195.7177771	186.6802769	200.3032057	179.5876447	217.0357771
LOC642446	117.9861666	122.0148392	118.112919	121.6238234	119.9567411	114.5027648	126.5432566
LOC642447	99.84246082	100.0382917	105.9989112	104.2364414	110.0891668	108.4593789	103.2713646
LOC642449	141.5079905	165.3033152	144.1682819	146.4305478	176.8839562	144.6760584	189.5346378
LOC642450	108.26159	107.2809071	101.2716185	103.6911598	101.4662671	97.02410011	101.3189272
LOC642451	123.0812695	119.2899397	121.9020375	117.3145984	110.2830217	118.7531544	118.6634359
LOC642452	105.2632215	104.7480812	103.9572472	103.6602437	103.1734297	101.3180816	99.53653082
LOC642453	102.6802891	91.68098478	97.84756553	98.47988051	95.51369217	102.6399137	96.36735611
LOC642456	123.1363411	123.3227626	114.9878759	118.8401708	123.3338307	117.2633347	125.2827269
LOC642458	108.7658734	188.8411635	107.9312751	113.6173987	196.1024126	112.2193473	131.4584144
LOC642460	100.1873795	90.41322504	92.600452	90.05622863	88.73373949	90.4350467	88.2966662
LOC642464	109.4487083	102.6572418	104.3979857	99.99835342	102.7489436	107.568509	154.5256752
LOC642468	136.6409135	135.9879594	129.0705615	123.1311689	133.4893654	127.4442949	134.5668612
